,Order ID,Customer Name,Order Amount,Order Date
653,654,Customer 654,509.18,2024-06-18
654,655,Customer 655,225.81,2024-02-01
655,656,Customer 656,491.66,2024-09-27
656,657,Customer 657,1409.88,2024-10-20
657,658,Customer 658,236.19,2024-02-17
658,659,Customer 659,1269.84,2023-11-18
659,660,Customer 660,1125.43,2024-08-18
660,661,Customer 661,382.37,2023-12-08
661,662,Customer 662,1139.57,2024-09-07
662,663,Customer 663,840.23,2024-05-15
663,664,Customer 664,499.62,2023-11-04
664,665,Customer 665,882.75,2024-08-11
665,666,Customer 666,1163.75,2024-06-21
666,667,Customer 667,216.8,2024-10-15
667,668,Customer 668,1291.53,2024-10-16
668,669,Customer 669,285.47,2024-06-06
669,670,Customer 670,86.31,2024-09-28
670,671,Customer 671,1385.89,2024-04-21
671,672,Customer 672,479.23,2024-06-03
672,673,Customer 673,356.59,2023-12-14
673,674,Customer 674,840.95,2024-08-18
674,675,Customer 675,1108.43,2023-12-08
675,676,Customer 676,1130.69,2024-01-16
676,677,Customer 677,758.69,2024-02-01
677,678,Customer 678,1315.26,2023-12-30
678,679,Customer 679,298.64,2024-05-14
679,680,Customer 680,1073.89,2023-11-11
680,681,Customer 681,34.42,2024-10-22
681,682,Customer 682,161.69,2023-10-29
682,683,Customer 683,1372.72,2023-12-30
683,684,Customer 684,547.97,2024-08-15
684,685,Customer 685,1020.86,2024-04-02
685,686,Customer 686,623.61,2024-08-01
686,687,Customer 687,134.2,2024-04-06
687,688,Customer 688,982.0,2023-11-27
688,689,Customer 689,930.35,2024-09-11
689,690,Customer 690,1081.83,2024-01-14
690,691,Customer 691,1437.13,2024-08-20
691,692,Customer 692,70.06,2024-03-21
692,693,Customer 693,180.43,2024-06-01
693,694,Customer 694,1077.72,2024-01-14
694,695,Customer 695,708.27,2024-10-25
695,696,Customer 696,705.29,2024-06-27
696,697,Customer 697,1369.92,2024-09-29
697,698,Customer 698,77.82,2024-01-27
698,699,Customer 699,511.86,2023-11-07
699,700,Customer 700,1069.75,2024-05-17
700,701,Customer 701,967.54,2024-01-18
701,702,Customer 702,1093.72,2023-11-26
702,703,Customer 703,544.97,2023-12-28
703,704,Customer 704,297.16,2024-07-07
704,705,Customer 705,539.85,2024-07-21
705,706,Customer 706,932.82,2024-05-01
706,707,Customer 707,201.16,2024-08-31
707,708,Customer 708,252.14,2024-03-16
708,709,Customer 709,1016.96,2024-03-01
709,710,Customer 710,1162.36,2024-10-25
710,711,Customer 711,1043.97,2024-08-26
711,712,Customer 712,401.19,2023-11-30
712,713,Customer 713,1009.68,2024-07-02
713,714,Customer 714,499.82,2024-06-19
714,715,Customer 715,315.35,2024-03-29
715,716,Customer 716,755.82,2023-12-31
716,717,Customer 717,123.41,2024-07-24
717,718,Customer 718,1282.95,2024-01-27
718,719,Customer 719,1457.61,2024-04-25
719,720,Customer 720,131.37,2024-07-07
720,721,Customer 721,461.21,2024-10-10
721,722,Customer 722,926.18,2024-05-13
722,723,Customer 723,878.5,2024-04-22
723,724,Customer 724,718.08,2024-02-21
724,725,Customer 725,1318.58,2024-05-29
725,726,Customer 726,1415.41,2024-04-14
726,727,Customer 727,1057.34,2023-12-22
727,728,Customer 728,685.33,2024-04-28
728,729,Customer 729,470.26,2023-12-07
729,730,Customer 730,136.83,2024-08-16
730,731,Customer 731,576.1,2024-01-25
731,732,Customer 732,654.69,2024-02-19
732,733,Customer 733,848.7,2024-09-19
733,734,Customer 734,600.57,2024-01-12
734,735,Customer 735,277.37,2024-08-31
735,736,Customer 736,1070.61,2024-08-11
736,737,Customer 737,612.3,2024-09-25
737,738,Customer 738,1039.41,2024-07-15
738,739,Customer 739,680.09,2023-12-07
739,740,Customer 740,1376.2,2024-02-16
740,741,Customer 741,1256.21,2024-02-19
741,742,Customer 742,265.21,2024-01-30
742,743,Customer 743,1445.4,2024-02-25
743,744,Customer 744,418.46,2024-02-18
744,745,Customer 745,1443.39,2024-07-11
745,746,Customer 746,656.57,2024-07-15
746,747,Customer 747,759.7,2024-08-26
747,748,Customer 748,130.66,2024-03-30
748,749,Customer 749,903.59,2024-07-09
749,750,Customer 750,987.63,2024-02-27
750,751,Customer 751,1442.34,2023-12-03
751,752,Customer 752,784.06,2023-12-15
752,753,Customer 753,1429.0,2024-02-22
753,754,Customer 754,1183.82,2023-12-09
754,755,Customer 755,804.52,2024-03-19
755,756,Customer 756,161.28,2024-10-03
756,757,Customer 757,821.73,2024-08-16
757,758,Customer 758,729.28,2024-06-02
758,759,Customer 759,1122.43,2024-08-26
759,760,Customer 760,195.91,2024-06-14
760,761,Customer 761,1151.3,2024-06-06
761,762,Customer 762,238.71,2023-12-17
762,763,Customer 763,1385.84,2024-09-21
763,764,Customer 764,129.67,2024-09-08
764,765,Customer 765,1146.76,2024-03-16
765,766,Customer 766,1358.29,2024-04-19
766,767,Customer 767,419.43,2023-11-28
767,768,Customer 768,249.73,2024-02-21
768,769,Customer 769,284.64,2024-05-05
769,770,Customer 770,952.98,2024-06-06
770,771,Customer 771,535.01,2024-06-27
771,772,Customer 772,673.49,2023-11-09
772,773,Customer 773,1484.7,2024-07-03
773,774,Customer 774,1048.04,2024-06-28
774,775,Customer 775,1436.16,2024-05-19
775,776,Customer 776,139.91,2024-07-01
776,777,Customer 777,812.98,2024-07-01
777,778,Customer 778,1335.27,2024-03-30
778,779,Customer 779,528.5,2024-03-09
779,780,Customer 780,780.95,2024-04-16
780,781,Customer 781,1370.88,2024-06-16
781,782,Customer 782,1109.43,2024-04-05
782,783,Customer 783,46.55,2024-01-25
783,784,Customer 784,198.8,2023-12-23
784,785,Customer 785,785.98,2024-09-10
785,786,Customer 786,723.69,2024-04-28
786,787,Customer 787,63.13,2024-01-02
787,788,Customer 788,1139.48,2024-09-06
788,789,Customer 789,888.14,2024-10-18
789,790,Customer 790,327.47,2024-03-07
790,791,Customer 791,1086.11,2024-07-02
791,792,Customer 792,28.17,2024-02-22
792,793,Customer 793,105.02,2024-06-20
793,794,Customer 794,1493.42,2023-11-28
794,795,Customer 795,873.4,2024-09-10
795,796,Customer 796,903.24,2024-09-12
796,797,Customer 797,528.35,2024-09-12
797,798,Customer 798,250.28,2024-10-18
798,799,Customer 799,376.19,2023-10-27
799,800,Customer 800,1419.14,2024-02-14
800,801,Customer 801,323.58,2024-04-15
801,802,Customer 802,819.83,2024-07-14
802,803,Customer 803,505.62,2024-10-03
803,804,Customer 804,798.95,2024-03-25
804,805,Customer 805,528.22,2024-02-26
805,806,Customer 806,931.99,2023-12-07
806,807,Customer 807,210.62,2023-11-05
807,808,Customer 808,495.3,2024-05-07
808,809,Customer 809,115.03,2024-09-10
809,810,Customer 810,216.4,2024-07-20
810,811,Customer 811,1406.38,2024-10-07
811,812,Customer 812,812.73,2024-05-26
812,813,Customer 813,1152.93,2024-04-26
813,814,Customer 814,1256.08,2024-03-07
814,815,Customer 815,379.56,2024-09-02
815,816,Customer 816,652.21,2023-12-01
816,817,Customer 817,1095.88,2024-01-08
817,818,Customer 818,513.55,2024-01-07
818,819,Customer 819,1112.84,2024-08-26
819,820,Customer 820,1078.58,2024-03-06
820,821,Customer 821,811.4,2024-01-02
821,822,Customer 822,500.03,2024-01-11
822,823,Customer 823,1491.1,2024-01-16
823,824,Customer 824,92.18,2024-09-21
824,825,Customer 825,241.22,2024-10-06
825,826,Customer 826,1246.6,2023-12-30
826,827,Customer 827,1058.49,2023-12-17
827,828,Customer 828,1400.52,2024-04-15
828,829,Customer 829,983.03,2024-09-29
829,830,Customer 830,906.44,2024-03-16
830,831,Customer 831,202.6,2024-08-16
831,832,Customer 832,584.78,2024-10-08
832,833,Customer 833,1329.08,2024-05-13
833,834,Customer 834,168.8,2024-06-23
834,835,Customer 835,261.18,2024-07-05
835,836,Customer 836,699.12,2024-04-20
836,837,Customer 837,925.47,2024-01-01
837,838,Customer 838,1173.14,2024-09-10
838,839,Customer 839,734.72,2024-09-18
839,840,Customer 840,723.09,2024-08-26
840,841,Customer 841,256.01,2024-08-17
841,842,Customer 842,195.56,2024-10-14
842,843,Customer 843,1213.87,2024-03-05
843,844,Customer 844,420.33,2024-01-23
844,845,Customer 845,1498.71,2023-12-22
845,846,Customer 846,403.89,2024-01-23
846,847,Customer 847,1109.43,2024-09-27
847,848,Customer 848,306.31,2023-11-03
848,849,Customer 849,1028.54,2024-07-12
849,850,Customer 850,525.72,2024-07-02
850,851,Customer 851,1233.9,2023-11-06
851,852,Customer 852,1185.21,2023-12-13
852,853,Customer 853,1392.73,2024-09-18
853,854,Customer 854,1402.52,2024-09-12
854,855,Customer 855,795.26,2024-01-29
855,856,Customer 856,70.11,2024-09-24
856,857,Customer 857,1017.88,2023-11-14
857,858,Customer 858,256.98,2024-05-23
858,859,Customer 859,1026.57,2024-07-14
859,860,Customer 860,1425.3,2024-03-09
860,861,Customer 861,415.14,2023-11-22
861,862,Customer 862,119.82,2024-07-06
862,863,Customer 863,309.74,2024-03-15
863,864,Customer 864,412.83,2024-10-06
864,865,Customer 865,323.82,2024-03-26
865,866,Customer 866,776.28,2024-07-08
866,867,Customer 867,882.75,2024-10-07
867,868,Customer 868,231.59,2024-08-09
868,869,Customer 869,672.84,2023-11-14
869,870,Customer 870,482.96,2024-02-03
870,871,Customer 871,54.52,2023-11-25
871,872,Customer 872,166.89,2024-07-28
872,873,Customer 873,77.12,2024-04-21
873,874,Customer 874,206.83,2024-01-30
874,875,Customer 875,389.3,2024-08-13
875,876,Customer 876,444.81,2024-01-14
876,877,Customer 877,539.51,2024-01-24
877,878,Customer 878,83.48,2024-08-02
878,879,Customer 879,215.48,2024-05-06
879,880,Customer 880,1324.22,2024-06-07
880,881,Customer 881,796.77,2024-03-03
881,882,Customer 882,145.16,2024-08-20
882,883,Customer 883,444.03,2023-11-05
883,884,Customer 884,548.86,2024-03-15
884,885,Customer 885,996.58,2024-02-23
885,886,Customer 886,525.67,2023-12-23
886,887,Customer 887,1163.95,2023-12-26
887,888,Customer 888,687.07,2023-10-30
888,889,Customer 889,1108.64,2024-10-09
889,890,Customer 890,511.7,2024-02-05
890,891,Customer 891,1130.23,2024-01-25
891,892,Customer 892,53.66,2024-10-26
892,893,Customer 893,1490.14,2024-04-19
893,894,Customer 894,1299.33,2024-04-17
894,895,Customer 895,335.45,2024-03-16
895,896,Customer 896,786.2,2024-08-22
896,897,Customer 897,868.24,2024-03-07
897,898,Customer 898,1169.32,2024-08-22
898,899,Customer 899,699.9,2024-03-20
899,900,Customer 900,298.24,2023-12-31
900,901,Customer 901,901.07,2024-08-02
901,902,Customer 902,58.62,2024-02-22
902,903,Customer 903,893.18,2024-07-27
903,904,Customer 904,398.89,2024-03-03
904,905,Customer 905,1319.86,2024-05-02
905,906,Customer 906,721.02,2023-12-15
906,907,Customer 907,946.88,2024-08-20
907,908,Customer 908,1304.84,2024-07-02
908,909,Customer 909,212.51,2024-04-27
909,910,Customer 910,315.48,2024-07-25
910,911,Customer 911,45.84,2024-04-09
911,912,Customer 912,661.34,2024-08-29
912,913,Customer 913,1300.61,2024-07-07
913,914,Customer 914,1458.1,2024-04-29
914,915,Customer 915,770.87,2023-11-28
915,916,Customer 916,606.67,2024-01-08
916,917,Customer 917,62.8,2023-11-05
917,918,Customer 918,478.32,2023-12-20
918,919,Customer 919,77.0,2024-02-19
919,920,Customer 920,596.64,2024-09-15
920,921,Customer 921,698.07,2024-09-07
921,922,Customer 922,442.36,2024-10-11
922,923,Customer 923,277.77,2023-12-30
923,924,Customer 924,48.09,2024-04-19
924,925,Customer 925,287.05,2024-10-12
925,926,Customer 926,1097.23,2024-08-30
926,927,Customer 927,1481.39,2024-01-30
927,928,Customer 928,610.94,2024-07-19
928,929,Customer 929,116.8,2024-04-05
929,930,Customer 930,676.87,2024-04-07
930,931,Customer 931,1146.86,2024-06-02
931,932,Customer 932,708.56,2023-11-25
932,933,Customer 933,918.03,2024-10-07
933,934,Customer 934,556.78,2023-12-26
934,935,Customer 935,382.57,2024-01-22
935,936,Customer 936,1336.68,2024-01-23
936,937,Customer 937,466.68,2024-06-06
937,938,Customer 938,192.24,2023-11-13
938,939,Customer 939,938.36,2023-11-13
939,940,Customer 940,923.4,2024-01-02
940,941,Customer 941,766.02,2024-03-25
941,942,Customer 942,1081.63,2024-08-14
942,943,Customer 943,649.44,2024-07-14
943,944,Customer 944,587.86,2024-07-06
944,945,Customer 945,774.77,2024-05-25
945,946,Customer 946,122.49,2024-03-03
946,947,Customer 947,424.04,2024-07-06
947,948,Customer 948,683.39,2024-07-15
948,949,Customer 949,935.1,2024-10-15
949,950,Customer 950,818.18,2024-06-11
950,951,Customer 951,226.89,2024-08-24
951,952,Customer 952,423.92,2024-02-23
952,953,Customer 953,426.28,2024-05-31
953,954,Customer 954,76.14,2023-11-19
954,955,Customer 955,728.35,2023-12-03
955,956,Customer 956,762.5,2024-09-20
956,957,Customer 957,864.56,2024-10-07
957,958,Customer 958,543.72,2024-07-28
958,959,Customer 959,910.33,2024-10-07
959,960,Customer 960,614.31,2024-05-02
960,961,Customer 961,948.33,2024-01-15
961,962,Customer 962,434.63,2024-01-22
962,963,Customer 963,443.38,2023-12-09
963,964,Customer 964,1402.17,2023-11-01
964,965,Customer 965,635.16,2024-07-04
965,966,Customer 966,66.47,2024-07-25
966,967,Customer 967,1454.43,2024-06-22
967,968,Customer 968,894.82,2024-04-07
968,969,Customer 969,1367.14,2024-03-02
969,970,Customer 970,1262.28,2023-11-12
970,971,Customer 971,508.28,2024-03-05
971,972,Customer 972,1226.48,2024-05-08
972,973,Customer 973,932.84,2024-07-25
973,974,Customer 974,1290.16,2024-03-06
974,975,Customer 975,346.7,2024-08-16
975,976,Customer 976,702.97,2024-06-06
976,977,Customer 977,1487.01,2024-08-24
977,978,Customer 978,622.63,2024-01-11
978,979,Customer 979,913.69,2024-03-25
979,980,Customer 980,601.11,2024-08-22
980,981,Customer 981,1080.61,2023-11-02
981,982,Customer 982,866.98,2024-05-06
982,983,Customer 983,516.99,2024-05-26
983,984,Customer 984,224.33,2024-04-20
984,985,Customer 985,1120.55,2024-10-22
985,986,Customer 986,1202.39,2024-08-12
986,987,Customer 987,469.12,2024-07-05
987,988,Customer 988,167.47,2024-09-08
988,989,Customer 989,216.0,2024-02-16
989,990,Customer 990,768.74,2024-06-28
990,991,Customer 991,120.83,2024-07-10
991,992,Customer 992,481.83,2023-11-04
992,993,Customer 993,1114.92,2024-01-23
993,994,Customer 994,451.11,2023-11-28
994,995,Customer 995,133.46,2024-06-20
995,996,Customer 996,871.96,2024-05-16
996,997,Customer 997,370.41,2024-02-04
997,998,Customer 998,351.87,2023-11-23
998,999,Customer 999,1222.5,2024-07-11
999,1000,Customer 1000,597.38,2023-10-27
